Bankrupt, Current_Ratio, Quick_Ratio, Total_debt_by_Total_networth, Debt_ratio_Percent, Operating_profit_by_Paidin_capital, Total_Asset_Turnover, Working_Capital_to_Total_Assets, Cash_Flow_to_Total_Assets, Cash_Flow_to_Liability, Current_Liability_to_Current_Assets, Gross_Profit_to_Sales
0,0.015996206,0.000460394,0.005182429,0.106932309,0.113276988,0.059970015,0.913798004,0.644320091,0.459602288,0.018337704,0.61301706
0,0.015878266,0.011902876,0.003269226,0.077757959,0.100135164,0.142428786,0.86418677,0.691628368,0.474827482,0.018473885,0.604097318
0,0.015759077,0.012931588,0.004728294,0.100734649,0.107422607,0.173913043,0.847345862,0.682822774,0.469231803,0.018612943,0.607441437
0,0.015735988,0.012183604,0.003404189,0.080116093,0.097081766,0.100449775,0.845403894,0.644219245,0.459675046,0.018640687,0.601549267
1,0.015661106,0.014892943,0.006866741,0.126885751,0.092391747,0.115442279,0.872358101,0.662536268,0.463193399,0.018729071,0.600848102
0,0.015599951,0.007893453,0.003978698,0.089578861,0.097138763,0.103448276,0.819444466,0.628234571,0.455170853,0.018802183,0.602027036
0,0.015571246,0.012881057,0.002235111,0.057955679,0.161170551,0.217391304,0.838237019,0.578465853,0.432146304,0.018836966,0.620220686
0,0.015552526,0.006925877,0.002391961,0.061190555,0.098636963,0.209895052,0.810045538,0.567583388,0.429132393,0.01885952,0.601461155
1,0.015500732,0.00572436,0.015218085,0.185264685,0.066344228,0.022488756,0.807998192,0.583893955,0.451105584,0.018922177,0.540890122
0,0.015495115,0.006629552,0.006076109,0.118088097,0.092579022,0.088455772,0.802461461,0.665907783,0.464197951,0.018929663,0.594496111
0,0.015450186,0.00882859,0.003340355,0.079027723,0.12334913,0.116941529,0.797671033,0.619276357,0.451833788,0.018983989,0.616175485
0,0.015416489,0.011377602,0.008717023,0.144511292,0.101038969,0.11844078,0.835999006,0.709317344,0.470974395,0.01902561,0.603529258
0,0.015281076,0.00927526,0.001254799,0.035553406,0.092261469,0.092953523,0.799630361,0.622314014,0.44574132,0.019193082,0.595963106
0,0.015263603,0.011873555,0.006052399,0.117785773,0.133152572,0.086956522,0.806413741,0.661589438,0.463281787,0.019215209,0.628663517
0,0.015225538,0.007455517,0.003956812,0.089216072,0.094215643,0.113943028,0.806433173,0.63737445,0.457717683,0.019263531,0.598872375
1,0.01519184,0.001816623,0.002849743,0.070139372,0.05115052,0.034482759,0.847540763,0.628137519,0.454066782,0.019305691,0.591322279
0,0.015183104,0.010454318,0.008167136,0.139674094,0.109539629,0.212893553,0.861478287,0.660934374,0.462554281,0.019316901,0.600996255
0,0.015165631,0.009795543,0.002568873,0.064727756,0.093995799,0.104947526,0.837398375,0.645983395,0.460433752,0.019339235,0.598401791
0,0.015092621,0.005907145,0.002767671,0.068567282,0.100045597,0.070464768,0.778183283,0.640478275,0.458393292,0.019431853,0.60228776
0,0.014950343,0.012070065,0.002128416,0.055688243,0.098930089,0.067466267,0.79083032,0.654781409,0.464448889,0.019616229,0.608271642
0,0.014930375,0.000606997,0.004166553,0.09248118,0.09250574,0.049475262,0.876796031,0.64286128,0.459256092,0.019642541,0.594739049
0,0.014844883,0.003340042,0.003854677,0.08761375,0.105175306,0.050974513,0.864935513,0.652608811,0.462035349,0.019755161,0.616598926
0,0.014818675,0.010421254,0.00194968,0.051848717,0.108098425,0.136431784,0.820765492,0.652728474,0.463846678,0.019789517,0.609287662
0,0.014816802,0.013050118,0.003580189,0.083109109,0.109906037,0.175412294,0.826787788,0.707115047,0.478523116,0.019792283,0.605355217
0,0.014789969,0.000475366,0.005977622,0.11690903,0.119685052,0.055472264,0.907493259,0.643450618,0.459387258,0.019828234,0.61535848
0,0.014774993,0.010567857,0.004852315,0.102488134,0.117250476,0.089955022,0.788674002,0.639527747,0.458439305,0.019847845,0.604954088
0,0.014752528,0.008819232,0.006455466,0.122411343,0.099768756,0.4017991,0.846880272,0.64865091,0.460458454,0.019877914,0.597944089
0,0.014750656,0.005687553,0.004986367,0.104302083,0.108668393,0.164917541,0.841742944,0.649632052,0.460892422,0.019880619,0.608735525
0,0.014721951,0.000633822,0.004948066,0.103788131,0.123365414,0.101949025,0.887193237,0.643671997,0.459454648,0.01991877,0.616433726
1,0.014632716,0.014100042,0.011770124,0.166792635,0.094728614,0.059970015,0.82198548,0.595618425,0.452021565,0.020039748,0.603529037
0,0.014608379,0.008925909,0.00536846,0.109381141,0.087897145,0.095952024,0.892152167,0.639745361,0.458540106,0.020072962,0.596064778
0,0.014507911,0.001660663,0.005611942,0.112464855,0.098205416,0.034482759,0.87143233,0.649064734,0.460652246,0.020210801,0.609144884
0,0.014475462,0.00834948,0.006196482,0.119478792,0.099890892,0.088455772,0.804862322,0.641874661,0.459051066,0.020256643,0.602949929
0,0.014466726,0.010947152,0.002803235,0.06926263,0.108155422,0.167916042,0.841953965,0.646645614,0.460598508,0.02026823,0.642515691
0,0.014445509,0.004774875,0.001357846,0.038123167,0.090120019,0.106446777,0.795442033,0.645259351,0.460712804,0.02029771,0.595752273
1,0.014399955,0.013515503,0.003940397,0.088974212,0.090958685,0.131934033,0.860342381,0.738304536,0.486081634,0.020361934,0.598027526
0,0.01436813,0.009012623,0.005010989,0.10463464,0.150976273,0.31934033,0.882453971,0.741422889,0.482975792,0.020406889,0.615772613
0,0.014363762,0.009773708,0.00637157,0.121474136,0.097896005,0.082458771,0.791886566,0.631468558,0.456885197,0.02041305,0.598399378
0,0.014219612,0.012906011,0.004172024,0.092571878,0.096194245,0.130434783,0.865739501,0.751791438,0.488731943,0.020617976,0.604022267
0,0.014182795,0.011170487,0.005350222,0.109139281,0.092847721,0.221889055,0.846811954,0.611920629,0.452107526,0.02067183,0.600251604
0,0.014120393,0.000481605,0.011779243,0.166822868,0.091113391,0.005997001,0.886620072,0.648642297,0.460149992,0.020762263,0.589678318
0,0.014116025,0.003263933,0.004730118,0.100764882,0.089517482,0.004497751,0.820193403,0.660512333,0.463661832,0.02076828,0.559075411
0,0.014071095,0.00277609,0.003938573,0.088943979,0.098604394,0.08095952,0.859617224,0.658081837,0.463534678,0.02083431,0.605770287
0,0.01405799,0.009012623,0.002608085,0.065483569,0.113643396,0.187406297,0.832687295,0.634189158,0.455993311,0.02085406,0.642978398
0,0.014032406,0.004175988,0.003876563,0.087946307,0.106567655,0.094452774,0.857515431,0.66143397,0.464532243,0.020891811,0.610263672
0,0.014008693,0.009373203,0.005223465,0.107476494,0.104792613,0.20089955,0.882517144,0.673132595,0.466358517,0.020927157,0.600460266
0,0.01398186,0.001836586,0.00496904,0.104090456,0.127672741,0.134932534,0.875973938,0.634715554,0.45728759,0.020966783,0.615507559
0,0.013963763,0.000195886,0.012756819,0.172657738,0.092171902,0.004497751,0.886569317,0.638666486,0.458642638,0.020993671,0.593733001
0,0.013908225,0.008428084,0.002176748,0.056716147,0.113667823,0.157421289,0.793372003,0.604776722,0.442896032,0.021076904,0.602588553
0,0.013878272,0.00993154,0.002845184,0.070048674,0.109743189,0.128935532,0.798501011,0.66871466,0.468361945,0.021122383,0.602136168
0,0.013795277,0.01162901,0.002492271,0.063216132,0.101535656,0.092953523,0.809823823,0.629325125,0.453994394,0.021247741,0.601918179
0,0.013792157,0.008301445,0.003363153,0.079420746,0.112935007,0.095952024,0.794156342,0.673219029,0.468758119,0.021252627,0.614439754
0,0.013782172,0.001066767,0.003988729,0.089730024,0.092660446,0.007496252,0.855754601,0.665320949,0.465516808,0.021268388,0.598469253
0,0.013765948,0.00152529,0.009563283,0.151404299,0.09886495,0.064467766,0.892586299,0.640846209,0.458923587,0.021293351,0.603815297
1,0.013703545,0.007838555,0.005313745,0.108655561,0.075146156,0.010494753,0.782081463,0.631290809,0.456573227,0.021389236,0.532907123
0,0.013696057,0.000373057,0.013825587,0.178462376,0.092798867,0.013493253,0.881690768,0.641745521,0.459104558,0.021401029,0.599934423
0,0.013669848,0.0114456,0.003635816,0.084046316,0.101950918,0.193403298,0.831696367,0.64012707,0.45844304,0.021441642,0.600944714
0,0.013616182,0.008559091,0.006265788,0.120264837,0.123397984,0.20089955,0.848092544,0.644688588,0.459644801,0.021524912,0.609228199
0,0.013543795,0.007555332,0.005680336,0.113311364,0.108538115,0.12143928,0.800599525,0.641256767,0.458901626,0.021639194,0.620394227
0,0.013542547,0.005134207,0.00263909,0.066088218,0.102879151,0.094452774,0.81615931,0.650055288,0.461926951,0.021641454,0.608430627
0,0.013539427,0.008512303,0.008406971,0.1418206,0.094736756,0.185907046,0.855720877,0.646245975,0.45986975,0.02164628,0.609776672
0,0.013518835,0.00675432,0.006467321,0.122532273,0.119562916,0.085457271,0.783658909,0.642556099,0.459197335,0.02167915,0.605964505
0,0.013511346,0.007344473,0.004920709,0.103425341,0.104532057,0.176911544,0.856946969,0.646437502,0.460128359,0.021691333,0.599022655
0,0.013504482,0.002481013,0.00504473,0.10511836,0.096935203,0.061469265,0.78215128,0.642433866,0.459155775,0.021701937,0.599990561
0,0.013498866,0.011823024,0.002266116,0.058590561,0.095209015,0.154422789,0.813737523,0.649869164,0.462165214,0.021710461,0.603613451
0,0.013496994,0.010441217,0.003227277,0.077032379,0.099687332,0.124437781,0.810611279,0.638750175,0.457927882,0.02171361,0.60630268
1,0.013487633,0.001933905,0.009874247,0.153792666,0.090746983,0.008995502,0.874402944,0.642046438,0.459127992,0.021728893,0.601946921
0,0.013480145,0.000590777,0.005255383,0.107899749,0.101071539,0.053973013,0.874341183,0.651206009,0.46120859,0.021740766,0.608032014
0,0.01345144,0.000369314,0.005836274,0.115216011,0.100241015,0.034482759,0.854957157,0.646581323,0.460075704,0.021786926,0.608669975
0,0.013418991,0.00029882,0.008581147,0.143332225,0.113187422,0.116941529,0.877600444,0.639390945,0.458645935,0.021839208,0.613223433
0,0.013358461,0.008200383,0.003253723,0.077485866,0.102757015,0.11844078,0.809073201,0.652471662,0.462332138,0.021936861,0.636255941
0,0.013356589,0.000257022,0.008214556,0.140097349,0.099833895,0.008995502,0.847437267,0.645745507,0.459785944,0.021940188,0.625939479
1,0.013320395,0.009391918,0.005296419,0.108443934,0.089835035,0.047976012,0.80455494,0.63760247,0.458035669,0.021999126,0.593273612
1,0.013256745,0.003342537,0.013253814,0.175439127,0.095412575,0.077961019,0.833670214,0.639777107,0.458814435,0.022103485,0.600251756
0,0.013189974,0.00409676,0.005619238,0.112555552,0.098335695,0.095952024,0.82386679,0.685147672,0.468747831,0.022214915,0.59868007
0,0.013174374,0.007837307,0.007540649,0.133748526,0.110516716,0.20089955,0.843583173,0.645539669,0.459770302,0.022240749,0.60130281
0,0.013115716,0.004297013,0.007843405,0.136650845,0.090087449,0.236881559,0.868594835,0.633991934,0.45761184,0.02233906,0.592747721
0,0.01306517,0.007855399,0.00284336,0.070018442,0.116924781,0.170914543,0.812376256,0.669584744,0.468674361,0.022424947,0.603319595
0,0.013042081,0.009138015,0.006165477,0.119116002,0.098645106,0.103448276,0.806006415,0.655005242,0.461840154,0.022464074,0.602928199
1,0.012971566,0.01053105,0.008162577,0.139613629,0.108375267,0.056971514,0.831244004,0.640675956,0.458863881,0.022585207,0.613191334
0,0.012939117,0.007454893,0.004026117,0.090304441,0.110280587,0.103448276,0.827100383,0.622977027,0.453746475,0.022641206,0.609878238
0,0.012922269,0.000712426,0.006431757,0.122139251,0.111998632,0.050974513,0.875478958,0.636625086,0.457967174,0.022670504,0.611528373
0,0.012907292,0.010995188,0.006673415,0.124829942,0.112975719,0.379310345,0.870778929,0.601209837,0.450802057,0.022696763,0.599336024
0,0.012813065,0.00620846,0.004897911,0.103092784,0.098099565,0.020989505,0.854503615,0.651617893,0.46139529,0.022862354,0.614841864
0,0.012788728,0.007297685,0.004976336,0.104181153,0.115328871,0.140929535,0.802903455,0.643462713,0.45940342,0.022905322,0.620449553
1,0.01278748,0.00989099,0.009071759,0.147474076,0.100981973,0.16041979,0.857700941,0.653706909,0.461136751,0.022906914,0.598894418
0,0.012758151,0.0087425,0.005388523,0.109623001,0.118365984,0.251874063,0.850813272,0.625605984,0.455287819,0.022959686,0.602502525
1,0.012723829,0.007990772,0.006427197,0.122109018,0.079779178,0.131934033,0.865992782,0.590476803,0.448393581,0.023020062,0.605985618
0,0.012628354,0.009664536,0.003275609,0.077878889,0.097057339,0.113943028,0.803213999,0.683437734,0.472194463,0.023193372,0.603571814
0,0.012553471,0.008766206,0.002594406,0.065241709,0.108985946,0.20089955,0.813478427,0.630587534,0.45462394,0.02333007,0.603800434
0,0.012527262,0.000668133,0.005690367,0.113432294,0.102683733,0.073463268,0.863770675,0.652886752,0.461492002,0.023378221,0.604817102
0,0.01252539,0.000189647,0.007309934,0.13148109,0.121622942,0.061469265,0.858995257,0.633822647,0.457515585,0.023381245,0.618183099
0,0.012512285,0.007280842,0.00552531,0.111376485,0.118992949,0.179910045,0.839296125,0.645417752,0.459838566,0.023405032,0.610420569
1,0.012484204,0.009433091,0.006178243,0.119267164,0.082352175,0.052473763,0.809043853,0.636929373,0.458001269,0.023457564,0.623009271
0,0.012479836,0.006388126,0.00444104,0.096592799,0.094883319,0.101949025,0.795233708,0.652766699,0.461830458,0.023465526,0.599335077
0,0.012453627,0.007595257,0.008694225,0.144299664,0.093588679,0.193403298,0.850154233,0.611219643,0.453678583,0.023514319,0.611028813
0,0.012418682,0.011236614,0.004693641,0.10025093,0.105492859,0.256371814,0.833990422,0.677279591,0.467888031,0.023580525,0.598925451
0,0.012342551,0.004726839,0.008713375,0.144481059,0.101535656,0.242878561,0.863279075,0.66391441,0.462973621,0.023724249,0.595544718
0,0.012313846,0.005557171,0.008206349,0.140006651,0.108187992,0.145427286,0.803408187,0.648863092,0.460352709,0.02377858,0.612426531
0,0.012310726,0.001235204,0.005469683,0.110650905,0.10294429,0.074962519,0.856692354,0.642641694,0.4592089,0.023784756,0.610121091
0,0.012265796,0.009243444,0.005693103,0.113462527,0.106127966,0.163418291,0.836377696,0.711846543,0.474618289,0.023869966,0.608530203
0,0.012264548,0.009031338,0.009534101,0.151162439,0.095485857,0.110944528,0.790510581,0.641242036,0.458989853,0.023873134,0.598495788
0,0.012263924,0.006212827,0.006274907,0.120385767,0.096943345,0.088455772,0.787898178,0.606264094,0.45156325,0.023874271,0.598308406
0,0.012262052,0.001366834,0.004661724,0.099797442,0.091390232,0.028485757,0.804365309,0.642541888,0.459176939,0.023878168,0.592290319
0,0.012256436,0.002734293,0.004453807,0.096774194,0.095884834,0.088455772,0.803124997,0.645438228,0.459925161,0.023888977,0.602897983
0,0.012185297,0.008117412,0.00637157,0.121474136,0.08600811,0.130434783,0.791079985,0.678447705,0.466679488,0.024026344,0.5932989
0,0.012144112,0.006763678,0.005612854,0.112464855,0.107772729,0.082458771,0.790668011,0.654912888,0.461965126,0.024106349,0.607216142
0,0.012110415,0.007444912,0.007275281,0.1311183,0.110524859,0.073463268,0.779332161,0.64327845,0.459342085,0.024172763,0.605813842
0,0.012092318,0.007625202,0.011902352,0.167608913,0.103383979,0.20089955,0.848951772,0.677416829,0.464536309,0.024209072,0.610567949
0,0.012062989,0.005545941,0.003305702,0.078392841,0.108358982,0.122938531,0.812572479,0.642142808,0.459025287,0.024267289,0.608116605
0,0.01202742,0.00857843,0.006087964,0.118209027,0.098400834,0.20089955,0.846977813,0.655349694,0.461932806,0.024337335,0.596374752
0,0.011979994,0.007796758,0.00659955,0.124013665,0.094712329,0.109445277,0.820906376,0.670628103,0.464935116,0.024433021,0.61985487
0,0.011965017,5240000000,0.009003365,0.146899658,0.142459329,0.067466267,0.883812425,0.641475385,0.459022302,0.024463322,0.614061277
0,0.011950665,0.004257087,0.006963405,0.127913656,0.106144251,0.148425787,0.827674898,0.656131593,0.461892897,0.024491995,0.607029934
0,0.011935064,0.000658776,0.009171158,0.148290353,0.122697738,0.092953523,0.879164063,0.635419673,0.457983759,0.024524314,0.608093299
0,0.011847077,0.007270236,0.00386562,0.087764912,0.107219047,0.157421289,0.786357989,0.644701161,0.459778962,0.024703173,0.60135113
0,0.011775938,0.000441055,0.015019287,0.184327478,0.099231358,0.053973013,0.881172208,0.621032932,0.456229791,0.024851392,0.606235402
0,0.011740369,0.006501041,0.002599878,0.065332406,0.082010194,0.056971514,0.80057078,0.625787143,0.452825263,0.024925608,0.58512094
0,0.011733505,0.002502848,0.005041082,0.105057895,0.096650219,0.055472264,0.77431432,0.640295841,0.458643106,0.024939418,0.600100559
1,0.01172664,0.006878465,0.005813476,0.114943919,0.094191216,0.068965517,0.832933787,0.61105165,0.452264602,0.02495389,0.599201154
0,0.011719152,0.000972567,0.004812191,0.101913716,0.088401974,0.014992504,0.800070162,0.646786041,0.460226463,0.024969551,0.578845761
0,0.011699183,0.009487989,0.008923116,0.146234544,0.108025144,0.275862069,0.857495414,0.65269831,0.460976318,0.025011259,0.600733543
0,0.011685455,0.005565281,0.003795402,0.08664631,0.107243474,0.107946027,0.801107925,0.659746972,0.464121973,0.025041042,0.618177809
0,0.011667982,0.007307043,0.011005937,0.161834507,0.103188562,0.179910045,0.839780378,0.626826725,0.456732381,0.025077472,0.612616857
0,0.011643645,0.010266542,0.009192132,0.148441515,0.108953377,0.347826087,0.859162506,0.618266548,0.455040293,0.025128814,0.59855273
0,0.011627421,0.000207739,0.009468443,0.150648487,0.130880844,0.050974513,0.879467579,0.64472629,0.459578584,0.025164031,0.615912455
0,0.011623053,0.0037524,0.007608131,0.134413641,0.098034426,0.115442279,0.865311175,0.653407455,0.461255386,0.025173687,0.602471894
0,0.011623053,0.000628207,0.005502512,0.11107416,0.102675591,0.026986507,0.832530909,0.633664135,0.457169076,0.025173931,0.617810081
0,0.0116087,0.005132335,0.003382303,0.07972307,0.110402723,0.11844078,0.807374868,0.657911809,0.463947368,0.025204615,0.61013126
0,0.011589355,0.006121122,0.005935673,0.116395078,0.107634309,0.227886057,0.836976376,0.665356913,0.464146159,0.025245731,0.6004591
0,0.011570011,0.0052858,0.012016342,0.16830426,0.107308613,0.098950525,0.845327998,0.654632316,0.461052801,0.025287576,0.602693529
1,0.011542554,0.00534756,0.021247686,0.207515796,0.092318465,0.014992504,0.829501915,0.64276455,0.459254036,0.025346489,0.60144934
0,0.011536937,0.006783017,0.003167091,0.075944009,0.101095966,0.166416792,0.790341442,0.64305753,0.459316422,0.0253591,0.599504616
0,0.011513849,0.00829583,0.007611778,0.134443873,0.095575423,0.073463268,0.791963287,0.674041745,0.46515469,0.025408416,0.596986682
0,0.011506984,0.006890318,0.003519091,0.082081204,0.108717247,0.143928036,0.799205296,0.642339578,0.45909557,0.025423652,0.636780633
0,0.011487016,0.00362077,0.011690787,0.166278683,0.094427345,0.101949025,0.843148812,0.620303604,0.455795768,0.025467252,0.596352631
0,0.011474535,0.007516653,0.006354244,0.121292741,0.109873467,0.347826087,0.825695871,0.643428364,0.459378687,0.025494302,0.599205074
0,0.011395908,0.000854038,0.006577663,0.123771805,0.119367499,0.074962519,0.849790693,0.648811532,0.46047878,0.025668018,0.618703439
0,0.011385924,0.009680132,0.002449411,0.06233939,0.093197844,0.137931034,0.799890751,0.629533297,0.45400784,0.025690359,0.603473885
1,0.011342866,0.008715675,0.01519164,0.185143755,0.102700018,0.115442279,0.82847536,0.63862427,0.458678365,0.025786033,0.602443032
0,0.01133101,0.007063121,0.004611569,0.099071863,0.110313156,0.148425787,0.791990661,0.642851149,0.459254688,0.025812849,0.621768958
0,0.011322898,0.005382495,0.002070965,0.054478943,0.097651734,0.142428786,0.78831792,0.635412186,0.455924402,0.025831572,0.598521337
0,0.011319153,0.00398634,0.003535506,0.082353297,0.093124562,0.077961019,0.812414512,0.658431357,0.463963597,0.025839334,0.598585616
0,0.011309793,0.001492226,0.004269599,0.09405327,0.096723501,0.023988006,0.820123262,0.652787583,0.461902141,0.025860967,0.603912262
0,0.011278592,0.003106102,0.007274369,0.1311183,0.094248213,0.049475262,0.843327686,0.653286173,0.461280105,0.025930724,0.593176581
1,0.011277344,0.004246482,0.01041319,0.157722889,0.130522579,0.629685157,0.877083539,0.648149562,0.46011941,0.025933847,0.596719412
0,0.011269232,0.003693759,0.003349474,0.079178886,0.09600697,0.098950525,0.809730126,0.637120406,0.457450686,0.025952655,0.601499653
0,0.011235534,0.007705053,0.00698985,0.128185748,0.112120768,0.184407796,0.835658752,0.655175646,0.461698287,0.026029499,0.606682797
0,0.011224302,0.008137998,0.006008627,0.11727182,0.118838243,0.410794603,0.84307097,0.683161948,0.467951447,0.026053819,0.618949258
0,0.011216814,0.009961484,0.004865082,0.102639296,0.093531682,0.176911544,0.821327724,0.701665412,0.473672681,0.026071719,0.596371611
0,0.011206829,0.00580234,0.006716275,0.12528343,0.102960575,0.145427286,0.799490482,0.653039507,0.461320393,0.026094741,0.609669987
0,0.011184989,0.006486069,0.004493019,0.097378843,0.118756819,0.104947526,0.780141389,0.634666253,0.457143899,0.0261446,0.603144468
0,0.011178124,0.00019651,0.008266535,0.140550836,0.107732018,0.074962519,0.861227899,0.648366337,0.460258779,0.026160859,0.607316049
0,0.011156283,0.007199119,0.00625758,0.120174139,0.11063071,0.070464768,0.779392824,0.641311859,0.458933782,0.026210322,0.605800136
0,0.011148795,0.00701259,0.013779079,0.178220516,0.088833521,0.262368816,0.849668607,0.571658283,0.449032542,0.026228481,0.606188858
0,0.011141307,0.005795478,0.005269973,0.108111376,0.096495514,0.106446777,0.783322067,0.64793448,0.460442028,0.026246293,0.600692232
0,0.011125706,0.0109484,0.005790678,0.114641594,0.097098051,0.193403298,0.825749796,0.62408407,0.455120741,0.026281421,0.59836858
0,0.011093257,0.006323871,0.007989312,0.138041539,0.09655251,0.176911544,0.857862133,0.630003087,0.456892855,0.026356995,0.596438485
0,0.011088889,0.008570944,0.001639628,0.044834779,0.091870634,0.061469265,0.77755798,0.651464934,0.463822846,0.026367398,0.596757445
0,0.011063928,0.007047525,0.005841746,0.115276476,0.108562542,0.07946027,0.783201453,0.637682573,0.458124114,0.026425735,0.603366056
0,0.011028983,0.007246531,0.021436453,0.208090214,0.088019281,0.088455772,0.852170375,0.587003641,0.452367148,0.026509186,0.600053205
0,0.010992165,0.007812354,0.005516191,0.111255555,0.08985132,0.083958021,0.807311134,0.665798158,0.464463261,0.026595735,0.62474263
0,0.010955348,0.009312066,0.010318351,0.157057774,0.114832185,0.364317841,0.865141335,0.695459027,0.46781274,0.026684345,0.602290386
0,0.010923523,0.000805378,0.010400423,0.157632192,0.08444477,0.047976012,0.864056786,0.624125753,0.456229208,0.026761069,0.594497435
0,0.010911666,0.008063138,0.006948814,0.127762494,0.101446089,0.136431784,0.840885693,0.643995943,0.459486276,0.02678858,0.598609341
1,0.01089669,0.009305828,0.004249537,0.093750945,0.107634309,0.110944528,0.797375603,0.676700666,0.468303359,0.026824823,0.600379552
0,0.01083928,0.002693119,0.004401827,0.096018381,0.09753774,0.127436282,0.79735134,0.643503969,0.45942468,0.026964632,0.602505875
0,0.010823679,0.00165692,0.009183013,0.14838105,0.098327552,0.07946027,0.852810595,0.67207844,0.464281321,0.027003917,0.603630317
0,0.010821183,0.007094937,0.006609581,0.124104363,0.108204276,0.389805097,0.826180808,0.643199374,0.459329626,0.027009776,0.599106615
